latitude,longitude,zone_code,hemisphere_NS,hemisphere_WE
4.399493,113.9913832,AS-SIN,North,East
2.802455,101.7988711,AS-SIN,North,East
3.688114,100.99435,AS-SIN,North,East
1.356738,104.1294229,AS-SIN,North,East
3.0,101.4,AS-SIN,North,East
2.52254,101.7962932,AS-SIN,North,East
1.470288,103.9029689,AS-SIN,North,East
3.96667,100.08333,AS-SIN,North,East
6.1991001,102.0889679,AS-SIN,North,East
6.117,105.017,AS-SIN,North,East
2.287284,111.830535,AS-SIN,North,East
5.839444,118.1171729,AS-SIN,North,East
2.333,111.833,AS-SIN,North,East
4.022424,101.0206249,AS-SIN,North,East
4.244651,117.8911861,AS-SIN,North,East
23.85,57.4333,ME-MID,North,East
19.65,57.7,ME-MID,North,East
23.6833,58.5,ME-MID,North,East
23.6333,58.5167,ME-MID,North,East
23.6167,58.55,ME-MID,North,East
23.6,58.5833,ME-MID,North,East
22.7,59.3667,ME-MID,North,East
24.7333,56.4667,ME-MID,North,East
22.65,59.4333,ME-MID,North,East
23.60917,58.5517028,ME-MID,North,East
21.4735329,55.975413,ME-MID,North,East
17.0506675,54.1065864,ME-MID,North,East
24.3460959,56.7075141,ME-MID,North,East
23.617,58.633,ME-MID,North,East
18.4333,121.45,AS-SIN,North,East
18.3167,122.05,AS-SIN,North,East
8.8833,126.3,AS-SIN,North,East
13.9833,121.9,AS-SIN,North,East
8.1539618,117.1264753,AS-SIN,North,East
8.75,124.7833,AS-SIN,North,East
20.45,121.9667,AS-SCN,North,East
13.75,121.05,AS-SIN,North,East
13.8,121.0,AS-SIN,North,East
16.5167,120.3167,AS-SIN,North,East
14.3333,121.0833,AS-SIN,North,East
13.4333,121.8333,AS-SIN,North,East
11.05,124.0,AS-SIN,North,East
7.8667,126.35,AS-SIN,North,East
8.7667,117.8333,AS-SIN,North,East
14.8333,121.9667,AS-SIN,North,East
12.3667,122.6833,AS-SIN,North,East
12.0667,124.6,AS-SIN,North,East
11.4333,124.4167,AS-SIN,North,East
11.3,124.65,AS-SIN,North,East
13.8833,121.55,AS-SIN,North,East
11.6,122.7,AS-SIN,North,East
10.5333,124.0333,AS-SIN,North,East
9.7638429,118.7473298,AS-SIN,North,East
6.1167,125.15,AS-SIN,North,East
9.5833,125.6833,AS-SIN,North,East
13.7667,124.3833,AS-SIN,North,East
10.7,121.9667,AS-SIN,North,East
10.0833,122.8667,AS-SIN,North,East
6.7,121.9667,AS-SIN,North,East
8.65,124.75,AS-SIN,North,East
7.7833,122.75,AS-SIN,North,East
6.55,124.05,AS-SIN,North,East
10.4167,122.9167,AS-SIN,North,East
8.0667,122.5167,AS-SIN,North,East
10.3,123.8833,AS-SIN,North,East
18.1833,120.5833,AS-SIN,North,East
10.3167,123.95,AS-SIN,North,East
9.1167,123.6333,AS-SIN,North,East
13.1333,123.75,AS-SIN,North,East
11.3667,124.4833,AS-SIN,North,East
14.4667,120.6167,AS-SIN,North,East
8.3333,124.25,AS-SIN,North,East
8.8667,125.05,AS-SIN,North,East
8.95,124.7833,AS-SIN,North,East
10.3,124.0,AS-SIN,North,East
16.4167,121.1,AS-SIN,North,East
14.55,121.0333,AS-SIN,North,East
6.5333,121.8667,AS-SIN,North,East
8.7833,126.2833,AS-SIN,North,East
8.9167,125.0167,AS-SIN,North,East
14.6167,121.05,AS-SIN,North,East
14.0667,120.6333,AS-SIN,North,East
8.5167,124.5667,AS-SIN,North,East
16.6167,120.3167,AS-SIN,North,East
18.55,120.9167,AS-SIN,North,East
14.5833,121.0,AS-SIN,North,East
8.5167,123.35,AS-SIN,North,East
14.7,121.9333,AS-SIN,North,East
18.3667,122.1,AS-SIN,North,East
12.35,121.0833,AS-SIN,North,East
12.0667,121.4,AS-SIN,North,East
13.35,123.7333,AS-SIN,North,East
9.55,125.8167,AS-SIN,North,East
8.5333,124.75,AS-SIN,North,East
10.1333,124.3167,AS-SIN,North,East
9.45,123.2167,AS-SIN,North,East
7.3667,122.2833,AS-SIN,North,East
14.58333333,120.9666667,AS-SIN,North,East
11.167,123.033,AS-SIN,North,East
10.967,124.633,AS-SIN,North,East
9.683,123.5,AS-SIN,North,East
6.883,125.45,AS-SIN,North,East
9.233,123.3,AS-SIN,North,East
9.183,118.35,AS-SIN,North,East
10.6666,122.9333,AS-SIN,North,East
11.967,121.917,AS-SIN,North,East
9.917,125.667,AS-SIN,North,East
10.607936,123.8857747,AS-SIN,North,East
14.383,120.583,AS-SIN,North,East
8.4542363,124.6318977,AS-SIN,North,East
11.3,124.683,AS-SIN,North,East
7.190708,125.455341,AS-SIN,North,East
9.617,124.3,AS-SIN,North,East
10.117,123.283,AS-SIN,North,East
11.033,125.717,AS-SIN,North,East
10.367,124.75,AS-SIN,North,East
10.75,125.7,AS-SIN,North,East
9.25,123.583,AS-SIN,North,East
11.0,125.65,AS-SIN,North,East
14.6163986,120.9584279,AS-SIN,North,East
14.5833333,120.95,AS-SIN,North,East
9.55,123.15,AS-SIN,North,East
13.75,121.05,AS-SIN,North,East
12.4,121.983,AS-SIN,North,East
8.483,123.8,AS-SIN,North,East
7.3,125.683,AS-SIN,North,East
13.5,120.933,AS-SIN,North,East
13.967,121.683,AS-SIN,North,East
12.567,122.267,AS-SIN,North,East
14.7910576,120.2397336,AS-SIN,North,East
17.783,120.417,AS-SIN,North,East
9.95,123.967,AS-SIN,North,East
24.8167,66.9667,ME-IPB,North,East
24.7667,67.3333,ME-IPB,North,East
24.81666667,66.98333333,ME-IPB,North,East
24.133,67.433,ME-IPB,North,East
24.835865,66.9831639,ME-IPB,North,East
30.375321,69.345116,ME-IPB,North,East
26.2333,51.3333,ME-MID,North,East
24.7333,50.75,ME-MID,North,East
25.9333,51.5333,ME-MID,North,East
24.9833,51.5333,ME-MID,North,East
25.2854473,51.5310398,ME-MID,North,East
25.6666667,52.4166667,ME-MID,North,East
44.8667,38.15,EU-BLA,North,East
50.9,142.15,AS-RUE,North,East
69.7667,61.6667,AS-RUC,North,East
52.5333,103.8833,AS-NCN,North,East
47.3167,40.3833,EU-BLA,North,East
48.1667,40.7833,EU-BLA,North,East
49.65,142.1667,AS-RUE,North,East
43.723141,135.2273801,AS-RUE,North,East
50.9333,143.6,AS-RUE,North,East
54.9667,60.3667,AS-RUC,North,East
55.8667,53.5,AS-RUC,North,East
64.7,40.6333,EU-BLA,North,East
51.5,46.1167,EU-BLA,North,East
57.3,39.85,EU-BLA,North,East
46.0833,47.7333,EU-BLA,North,East
57.0167,41.0,EU-BLA,North,East
54.8333,38.1667,EU-BLA,North,East
54.9333,41.4,EU-BLA,North,East
45.4167,36.7667,EU-BLA,North,East
47.05,142.05,AS-RUE,North,East
52.4833,48.1,EU-BLA,North,East
45.0833,133.5,AS-RUE,North,East
56.7,36.7833,EU-BLA,North,East
55.6333,37.85,EU-BLA,North,East
75.632202,138.8649531,AS-RUE,North,East
54.3167,91.55,AS-RUC,North,East
59.7667,60.4667,AS-RUC,North,East
56.0167,93.0667,AS-RUC,North,East
46.2,47.85,EU-BLA,North,East
65.5833,-171.0,AS-RUE,North,West
53.0,39.15,EU-BLA,North,East
49.4333,142.1167,AS-RUE,North,East
58.35,40.6833,EU-BLA,North,East
42.9667,47.5,EU-BLA,North,East
55.1,38.1667,EU-BLA,North,East
54.9833,60.1,AS-RUC,North,East
55.75,37.6,EU-BLA,North,East
68.8833,-179.4333,AS-RUE,North,West
55.75,52.4167,AS-RUC,North,East
60.9333,76.5667,AS-RUC,North,East
51.8167,143.1,AS-RUE,North,East
64.4167,40.8333,EU-BLA,North,East
54.0833,38.1833,EU-BLA,North,East
44.7167,37.7667,EU-BLA,North,East
53.5667,143.0,AS-RUE,North,East
62.0333,35.3333,EU-BLA,North,East
43.7333,135.2833,AS-RUE,North,East
45.7833,47.5333,EU-BLA,North,East
45.8333,47.5667,EU-BLA,North,East
55.8167,38.9667,EU-BLA,North,East
54.85,38.55,EU-BLA,North,East
49.6,128.6833,AS-RUE,North,East
42.9,133.9,AS-RUE,North,East
46.6167,142.9,AS-JAP,North,East
64.3833,-173.3,AS-RUE,North,West
47.2333,39.7167,EU-BLA,North,East
71.25,72.0833,AS-RUC,North,East
66.5167,66.6,AS-RUC,North,East
53.2167,50.1667,EU-BLA,North,East
50.4,36.9,EU-BLA,North,East
50.7167,140.4167,AS-RUE,North,East
43.6,39.7167,EU-BLA,North,East
56.1833,36.9667,EU-BLA,North,East
65.4167,35.6833,EU-BLA,North,East
45.2167,36.7167,EU-BLA,North,East
45.6167,38.9333,EU-BLA,North,East
53.4667,49.5,EU-BLA,North,East
45.9167,47.6667,EU-BLA,North,East
57.5167,38.3167,EU-BLA,North,East
56.22747,162.469299,AS-RUE,North,East
68.7833,57.9833,AS-RUC,North,East
42.6,131.1667,AS-RUE,North,East
43.1333,131.9,AS-RUE,North,East
48.8,44.5833,EU-BLA,North,East
55.8333,48.25,EU-BLA,North,East
42.7667,133.05,AS-RUE,North,East
43.0833,131.8667,AS-RUE,North,East
55.3167,42.1667,EU-BLA,North,East
44.0333,145.85,AS-JAP,North,East
42.6167,131.0833,AS-RUE,North,East
55.8333,48.5167,EU-BLA,North,East
69.617,162.3,AS-RUE,North,East
47.25,39.883,EU-BLA,North,East
69.76667,61.56667,AS-RUC,North,East
50.217,136.9,AS-RUE,North,East
59.6733284,150.1414857,AS-RUE,North,East
47.096418,39.414202,EU-BLA,North,East
62.45,66.233,AS-RUC,North,East
56.483,43.617,EU-BLA,North,East
56.8,105.817,AS-NCN,North,East
57.017,106.233,AS-NCN,North,East
63.033,65.183,AS-RUC,North,East
59.267,112.433,AS-NCN,North,East
44.667,37.65,EU-BLA,North,East
49.05,44.817,EU-BLA,North,East
56.75,37.133,EU-BLA,North,East
43.133,131.9,AS-RUE,North,East
67.65,49.017,AS-RUC,North,East
57.76667,108.1,AS-NCN,North,East
56.883,37.367,EU-BLA,North,East
58.1,93.767,AS-RUC,North,East
60.667,77.467,AS-RUC,North,East
57.233,37.833,EU-BLA,North,East
69.585656,84.485272,AS-RUC,North,East
57.15,106.917,AS-NCN,North,East
46.6353796,142.7841876,AS-JAP,North,East
57.333,83.95,AS-RUC,North,East
55.217,82.867,AS-RUC,North,East
71.1,66.767,AS-RUC,North,East
62.067,175.3,AS-RUE,North,East
56.15,98.133,AS-NCN,North,East
58.95,111.333,AS-NCN,North,East
58.3,82.933,AS-RUC,North,East
69.083,49.15,AS-RUC,North,East
56.033,84.083,AS-RUC,North,East
56.267,83.983,AS-RUC,North,East
42.717,133.017,AS-RUE,North,East
57.333,107.45,AS-NCN,North,East
62.183,67.183,AS-RUC,North,East
60.717,114.933,AS-NCN,North,East
57.717,83.8,AS-RUC,North,East
55.7,51.383,EU-BLA,North,East
57.483,107.8,AS-NCN,North,East
57.7,83.583,AS-RUC,North,East
57.6,83.8,AS-RUC,North,East
58.917,81.583,AS-RUC,North,East
42.8222753,132.8834039,AS-RUE,North,East
57.333,107.067,AS-NCN,North,East
60.93333,76.55,AS-RUC,North,East
66.75,47.767,AS-RUC,North,East
50.317,143.8,AS-RUE,North,East
60.367,120.417,AS-NCN,North,East
62.45,66.05,AS-RUC,North,East
62.983,65.067,AS-RUC,North,East
59.5,79.417,AS-RUC,North,East
53.0,158.65,AS-RUE,North,East
63.783,65.9,AS-RUC,North,East
42.6541056,130.8062539,AS-RUE,North,East
57.383,107.517,AS-NCN,North,East
52.55,103.91667,AS-NCN,North,East
58.117,94.517,AS-RUC,North,East
64.566667,39.866667,EU-BLA,North,East
42.8711878,131.3784441,AS-RUE,North,East
58.083,93.033,AS-RUC,North,East
47.216667,38.916667,EU-BLA,North,East
57.0,106.65,AS-NCN,North,East
67.467,78.733,AS-RUC,North,East
44.106518,39.0806454,EU-BLA,North,East
66.167,-169.817,AS-RUE,North,West
70.417,58.75,AS-RUC,North,East
67.833,-175.867,AS-RUE,North,West
57.95,38.4,EU-BLA,North,East
59.417,112.567,AS-NCN,North,East
43.1198091,131.8869243,AS-RUE,North,East
59.383,79.683,AS-RUC,North,East
68.283,77.15,AS-RUC,North,East
26.4167,50.1,ME-MID,North,East
27.0667,49.55,ME-MID,North,East
26.2833,50.2,ME-MID,North,East
26.3167,43.9667,ME-MID,North,East
17.2833,42.3333,ME-MID,North,East
21.5333,39.1667,ME-MID,North,East
16.8833,42.55,ME-MID,North,East
27.4667,49.2833,ME-MID,North,East
25.0167,37.2667,ME-MID,North,East
24.0833,38.0333,ME-MID,North,East
23.9833,38.2167,ME-MID,North,East
23.467,38.383,ME-MID,North,East
27.3457474,35.7243073,ME-MID,North,East
27.017,49.667,ME-MID,North,East
26.917,50.017,ME-MID,North,East
21.65,39.1,ME-MID,North,East
22.4,39.083,ME-MID,North,East
28.05,35.167,ME-MID,North,East
18.017,41.667,ME-MID,North,East
19.117,41.067,ME-MID,North,East
28.416667,48.5,ME-MID,North,East
26.633,50.15,ME-MID,North,East
1.2833,103.8167,AS-SIN,North,East
1.3167,104.0,AS-SIN,North,East
1.3333,103.7,AS-SIN,North,East
1.2833,103.7667,AS-SIN,North,East
1.2667,103.7,AS-SIN,North,East
1.3167,103.65,AS-SIN,North,East
35.5167,35.7833,EU-BLA,North,East
34.85,35.85,ME-MID,North,East
32.1167,20.0667,EU-BLA,North,East
35.1833,35.95,ME-MID,North,East
35.5167,35.7833,EU-BLA,North,East
34.9,35.9,ME-MID,North,East
34.85,35.85,ME-MID,North,East
34.967,35.883,ME-MID,North,East
13.65,100.55,AS-SIN,North,East
7.4167,99.5,AS-SIN,North,East
6.4667,100.7167,AS-SIN,North,East
8.8333,98.3667,AS-SIN,North,East
11.2,99.5167,AS-SIN,North,East
13.75,100.5167,AS-SIN,North,East
13.4667,100.9833,AS-SIN,North,East
13.5,100.6,AS-SIN,North,East
20.3167,100.0667,AS-SIN,North,East
13.5833,100.3167,AS-SIN,North,East
16.4667,99.5167,AS-SIN,North,East
7.4,99.5167,AS-SIN,North,East
9.2,99.8833,AS-SIN,North,East
11.7667,102.9,AS-SIN,North,East
9.5333,99.9333,AS-SIN,North,East
8.0667,98.7333,AS-SIN,North,East
13.0833,100.8833,AS-SIN,North,East
9.2333,99.8667,AS-SIN,North,East
6.4167,101.8167,AS-SIN,North,East
13.1833,100.8,AS-SIN,North,East
6.8833,101.2667,AS-SIN,North,East
13.8,100.5333,AS-SIN,North,East
13.6833,99.85,AS-SIN,North,East
13.7,100.6,AS-SIN,North,East
13.6167,100.55,AS-SIN,North,East
7.8167,98.4,AS-SIN,North,East
11.2,99.5833,AS-SIN,North,East
9.9667,98.6333,AS-SIN,North,East
6.7,99.6333,AS-SIN,North,East
13.65,100.55,AS-SIN,North,East
13.6333,100.55,AS-SIN,North,East
7.2333,100.5667,AS-SIN,North,East
13.65,100.5667,AS-SIN,North,East
6.25,102.05,AS-SIN,North,East
7.55,99.6,AS-SIN,North,East
13.5833,100.5833,AS-SIN,North,East
13.6,100.583,AS-SIN,North,East
9.183,99.367,AS-SIN,North,East
6.433,101.833,AS-SIN,North,East
13.117,100.117,AS-SIN,North,East
13.8,99.867,AS-SIN,North,East
12.3,102.233,AS-SIN,North,East
10.433,99.267,AS-SIN,North,East
17.285368,101.9576317,AS-SIN,North,East
8.05,98.9,AS-SIN,North,East
13.133,100.817,AS-SIN,North,East
13.7,100.58333,AS-SIN,North,East
13.71667,100.56667,AS-SIN,North,East
7.9,98.6,AS-SIN,North,East
9.95,99.15,AS-SIN,North,East
12.65,101.3,AS-SIN,North,East
13.367,99.983,AS-SIN,North,East
12.717,101.15,AS-SIN,North,East
13.6,100.567,AS-SIN,North,East
8.4,98.517,AS-SIN,North,East
6.867,99.717,AS-SIN,North,East
13.6,100.567,AS-SIN,North,East
9.2,99.883,AS-SIN,North,East
17.7114219604,103.2497555834,AS-SIN,North,East
12.633,100.917,AS-SIN,North,East
13.65,100.533,AS-SIN,North,East
7.2,100.6,AS-SIN,North,East
9.017,99.917,AS-SIN,North,East
13.167,100.933,AS-SIN,North,East
6.617,100.067,AS-SIN,North,East
13.66667,100.53333,AS-SIN,North,East
13.167,100.883,AS-SIN,North,East
12.583,101.883,AS-SIN,North,East
8.667,99.95,AS-SIN,North,East
12.7,100.833,AS-SIN,North,East
9.133,99.133,AS-SIN,North,East
-8.55,125.5667,AS-SIN,South,East
39.4,53.1333,ME-MID,North,East
38.0667,64.8833,ME-IPB,North,East
40.0167,52.9667,ME-MID,North,East
40.0167,52.9667,ME-MID,North,East
41.0167,39.5667,EU-BLA,North,East
37.0167,28.3667,EU-BLA,North,East
39.5833,26.9333,EU-BLA,North,East
36.8667,34.7,EU-BLA,North,East
36.5333,31.9833,EU-BLA,North,East
40.9667,28.7,EU-BLA,North,East
36.0667,32.85,EU-BLA,North,East
36.8333,30.6,EU-BLA,North,East
41.9333,34.5833,EU-BLA,North,East
39.3167,26.6833,EU-BLA,North,East
40.35,27.9667,EU-BLA,North,East
41.05,29.0167,EU-BLA,North,East
41.05,29.05,EU-BLA,North,East
37.0333,27.4167,EU-BLA,North,East
36.8167,36.1667,EU-BLA,North,East
39.8333,26.0667,EU-BLA,North,East
41.0667,35.9667,EU-BLA,North,East
41.65,32.3833,EU-BLA,North,East
40.15,26.4,EU-BLA,North,East
38.3167,26.3,EU-BLA,North,East
41.9,32.9833,EU-BLA,North,East
36.75,27.6667,EU-BLA,North,East
39.0667,26.8833,EU-BLA,North,East
39.5833,27.0167,EU-BLA,North,East
40.7167,26.0667,EU-BLA,North,East
40.3833,27.7833,EU-BLA,North,East
41.2833,31.4,EU-BLA,North,East
40.7667,29.7,EU-BLA,North,East
41.0333,37.4833,EU-BLA,North,East
36.6167,29.1,EU-BLA,North,East
36.2833,30.1333,EU-BLA,North,East
41.0,28.7,EU-BLA,North,East
38.6667,26.75,EU-BLA,North,East
40.7833,29.4167,EU-BLA,North,East
40.4167,29.15,EU-BLA,North,East
41.6333,36.1833,EU-BLA,North,East
40.9167,38.3833,EU-BLA,North,East
36.75,28.9333,EU-BLA,North,East
40.1833,25.9167,EU-BLA,North,East
41.0333,39.0,EU-BLA,North,East
37.2333,27.6,EU-BLA,North,East
36.7833,28.1333,EU-BLA,North,East
41.4,41.4167,EU-BLA,North,East
40.45,27.3,EU-BLA,North,East
41.8833,28.0167,EU-BLA,North,East
41.9667,33.7667,EU-BLA,North,East
36.7167,36.1833,EU-BLA,North,East
36.5833,36.1667,EU-BLA,North,East
41.0167,28.9667,EU-BLA,North,East
38.4167,27.15,EU-BLA,North,East
40.7833,29.95,EU-BLA,North,East
41.0333,29.0,EU-BLA,North,East
40.4,27.3,EU-BLA,North,East
41.0333,28.9833,EU-BLA,North,East
41.0667,30.7833,EU-BLA,North,East
36.55,35.3833,EU-BLA,North,East
40.7333,29.9667,EU-BLA,North,East
36.1833,29.6333,EU-BLA,North,East
41.2,30.25,EU-BLA,North,East
36.5833,30.55,EU-BLA,North,East
38.4,27.1,EU-BLA,North,East
40.7833,29.7333,EU-BLA,North,East
37.85,27.25,EU-BLA,North,East
36.7667,31.45,EU-BLA,North,East
40.5833,27.55,EU-BLA,North,East
36.85,28.2667,EU-BLA,North,East
36.7167,34.6333,EU-BLA,North,East
36.8,34.6333,EU-BLA,North,East
41.0167,28.55,EU-BLA,North,East
40.3667,28.8833,EU-BLA,North,East
37.0667,41.2167,EU-BLA,North,East
40.9833,37.8667,EU-BLA,North,East
41.0167,29.2667,EU-BLA,North,East
41.1667,40.8833,EU-BLA,North,East
41.1167,30.6667,EU-BLA,North,East
41.0333,40.4833,EU-BLA,North,East
40.7654408,29.9408089,EU-BLA,North,East
41.2833,36.3333,EU-BLA,North,East
36.671373,36.217635,EU-BLA,North,East
41.1667,29.6,EU-BLA,North,East
41.0667,28.25,EU-BLA,North,East
42.0167,35.1333,EU-BLA,North,East
40.9,40.1167,EU-BLA,North,East
36.3167,33.8667,EU-BLA,North,East
40.9667,27.5167,EU-BLA,North,East
41.0,38.8,EU-BLA,North,East
36.9167,35.9833,EU-BLA,North,East
41.0,39.7333,EU-BLA,North,East
40.8333,29.25,EU-BLA,North,East
41.1333,37.2833,EU-BLA,North,East
41.0333,39.2667,EU-BLA,North,East
40.65,29.2667,EU-BLA,North,East
36.2,33.6667,EU-BLA,North,East
40.7667,29.5333,EU-BLA,North,East
36.7667,35.7833,EU-BLA,North,East
41.45,31.7833,EU-BLA,North,East
40.1,26.383,EU-BLA,North,East
38.799561,26.97074,EU-BLA,North,East
40.717,29.867,EU-BLA,North,East
39.467,26.067,EU-BLA,North,East
40.7738633,29.4002978,EU-BLA,North,East
40.776803,29.526321,EU-BLA,North,East
40.75,29.8333,EU-BLA,North,East
36.867,36.2,EU-BLA,North,East
41.033,28.967,EU-BLA,North,East
40.9968247,29.0192939,EU-BLA,North,East
40.793768,29.626024,EU-BLA,North,East
40.95,28.817,EU-BLA,North,East
40.717,29.883,EU-BLA,North,East
41.017,28.95,EU-BLA,North,East
40.935676,29.139722,EU-BLA,North,East
40.96794,28.6743808,EU-BLA,North,East
38.7833,26.9166,EU-BLA,North,East
40.667,27.667,EU-BLA,North,East
40.1727599,29.32398,EU-BLA,North,East
41.017,29.05,EU-BLA,North,East
40.767682,29.756801,EU-BLA,North,East
24.9,121.05,AS-SCN,North,East
25.1,121.2167,AS-SCN,North,East
25.0333,121.5167,AS-SCN,North,East
25.0833,121.6667,AS-SCN,North,East
25.15,121.7333333,AS-SCN,North,East
25.083,122.0,AS-SCN,North,East
25.15,121.4,AS-SCN,North,East
22.6272784,120.3014353,AS-SCN,North,East
23.9,120.683,AS-SCN,North,East
24.1477358,120.6736482,AS-SCN,North,East
24.9936281,121.3009798,AS-SCN,North,East
40.4972298,68.7095356,ME-IPB,North,East
40.633,72.233,ME-IPB,North,East
10.2333,106.3833,AS-SIN,North,East
10.5667,105.25,AS-SIN,North,East
14.4333,109.0167,AS-SIN,North,East
9.9833,106.5,AS-SIN,North,East
20.971097,107.0442957,AS-SIN,North,East
10.3833,107.0833,AS-SIN,North,East
10.5167,107.0,AS-SIN,North,East
11.9,109.15,AS-SIN,North,East
10.0333,105.7833,AS-SIN,North,East
10.7667,106.7833,AS-SIN,North,East
18.8,105.7,AS-SIN,North,East
16.0667,108.2167,AS-SIN,North,East
18.1667,106.2833,AS-SIN,North,East
18.0833,106.3167,AS-SIN,North,East
10.4,107.1,AS-SIN,North,East
15.4,108.7,AS-SIN,North,East
21.0333,105.85,AS-SIN,North,East
10.7667,106.6667,AS-SIN,North,East
17.9333,106.5167,AS-SIN,North,East
10.8333,106.75,AS-SIN,North,East
10.5333,106.7333,AS-SIN,North,East
10.9333,106.8333,AS-SIN,North,East
10.7333,106.7333,AS-SIN,North,East
8.8167,105.0167,AS-SIN,North,East
20.8167,106.85,AS-SIN,North,East
20.4,106.15,AS-SIN,North,East
19.3333,105.8333,AS-SIN,North,East
10.7167,106.85,AS-SIN,North,East
12.4833,109.1333,AS-SIN,North,East
10.7167,106.95,AS-SIN,North,East
10.7,106.95,AS-SIN,North,East
17.5,106.3333,AS-SIN,North,East
13.7667,109.2167,AS-SIN,North,East
18.45,105.3167,AS-SIN,North,East
10.3,105.7667,AS-SIN,North,East
18.1,106.45,AS-SIN,North,East
9.0496377,104.8337879,AS-SIN,North,East
10.6333,106.7167,AS-SIN,North,East
10.7333,106.7167,AS-SIN,North,East
10.9667,106.65,AS-SIN,North,East
9.15,105.1333,AS-SIN,North,East
18.7333,105.6667,AS-SIN,North,East
18.0667,106.4333,AS-SIN,North,East
10.35,107.0667,AS-SIN,North,East
20.86666667,106.6833333,AS-SIN,North,East
8.65,106.55,AS-SIN,North,East
10.9,106.833,AS-SIN,North,East
10.333,105.817,AS-SIN,North,East
10.75,106.733,AS-SIN,North,East
11.9,109.15,AS-SIN,North,East
10.683,106.767,AS-SIN,North,East
20.867,106.683,AS-SIN,North,East
16.333,108.0,AS-SIN,North,East
10.833,106.75,AS-SIN,North,East
18.817,105.717,AS-SIN,North,East
16.9,107.167,AS-SIN,North,East
20.867,106.7,AS-SIN,North,East
12.667,109.4,AS-SIN,North,East
10.483,105.567,AS-SIN,North,East
16.117,108.2,AS-SIN,North,East
20.9,106.767,AS-SIN,North,East
20.867,106.683,AS-SIN,North,East
10.65,107.017,AS-SIN,North,East
10.617,107.017,AS-SIN,North,East
20.86667,106.66667,AS-SIN,North,East
12.2729701,109.2064297,AS-SIN,North,East
20.95,107.067,AS-SIN,North,East
20.9536125,107.0687079,AS-SIN,North,East
16.1,108.233,AS-SIN,North,East
10.53333,107.01667,AS-SIN,North,East
15.483,108.683,AS-SIN,North,East
15.467,108.683,AS-SIN,North,East
11.25,107.5,AS-SIN,North,East
10.783,106.95,AS-SIN,North,East
10.35,106.35,AS-SIN,North,East
16.05,108.217,AS-SIN,North,East
10.733,106.767,AS-SIN,North,East
10.7,106.733,AS-SIN,North,East
10.75,106.783,AS-SIN,North,East
16.367,107.733,AS-SIN,North,East
10.7161298,106.7411559,AS-SIN,North,East
10.217,103.967,AS-SIN,North,East
17.4,106.633,AS-SIN,North,East
13.7718892,109.2375596,AS-SIN,North,East
19.9903705,106.140451,AS-SIN,North,East
10.56667,107.01667,AS-SIN,North,East
10.6,107.017,AS-SIN,North,East
10.633,106.75,AS-SIN,North,East
10.817,106.75,AS-SIN,North,East
10.7947506,106.7219896,AS-SIN,North,East
14.65,107.833,AS-SIN,North,East
10.53333,107.01667,AS-SIN,North,East
15.5,108.667,AS-SIN,North,East
13.767,109.233,AS-SIN,North,East
13.767,109.25,AS-SIN,North,East
10.1,105.7,AS-SIN,North,East
11.067,106.8,AS-SIN,North,East
20.867,106.683,AS-SIN,North,East
20.883,106.6,AS-SIN,North,East
10.06667,105.73333,AS-SIN,North,East
10.7687304,106.7380677,AS-SIN,North,East
10.233,105.967,AS-SIN,North,East
20.85,106.633,AS-SIN,North,East
12.85,109.417,AS-SIN,North,East
12.483,109.283,AS-SIN,North,East
14.8333,42.9,ME-MID,North,East
12.7333,44.8667,ME-MID,North,East
12.65,43.4167,ME-MID,North,East
12.5,54.0,ME-MID,North,East
12.7854969,45.0186548,ME-MID,North,East
14.5404328,49.127197,ME-MID,North,East
39.8172259,45.6727334,EU-BLA,North,East
27.6571887,84.059029,ME-IPB,North,East
17.0167,-61.7833,NAE-CAR,North,West
17.0833,-61.75,NAE-CAR,North,West
17.1167,-61.85,NAE-CAR,North,West
17.0746557,-61.8175207,NAE-CAR,North,West
17.626798,-61.7707288,NAE-CAR,North,West
18.1667,-63.1333,NAE-CAR,North,West
18.177343,-63.093518,NAE-CAR,North,West
18.1939817,-63.0456652,NAE-CAR,North,West
18.6,-63.467,NAE-CAR,North,West
18.205021,-63.054302,NAE-CAR,North,West
12.5,-69.9667,NAE-CAR,North,West
12.4833,-69.9833,NAE-CAR,North,West
12.5092044,-70.0086306,NAE-CAR,North,West
13.0968511,-59.6144819,NAE-CAR,North,West
17.9,-62.85,NAE-CAR,North,West
17.9,-62.85,NAE-CAR,North,West
32.3,-64.75,NAE-CAN,North,West
32.3833,-64.6833,NAE-CAN,North,West
32.3,-64.8667,NAE-CAN,North,West
32.25,-64.85,NAE-CAN,North,West
32.2945837,-64.7858887,NAE-CAN,North,West
32.3220181,-64.8373657,NAE-CAN,North,West
12.1167,-68.2667,NAE-CAR,North,West
12.2333,-68.3333,NAE-CAR,North,West
12.15,-68.2667,NAE-CAR,North,West
17.6333,-63.2333,NAE-CAR,North,West
17.4833,-62.9667,NAE-CAR,North,West
23.8167,-76.1667,NAE-GUS,North,West
24.9314461,-76.1899661,NAE-GUS,North,West
24.15,-77.5333,NAE-GUS,North,West
26.0833,-77.5333,NAE-GUS,North,West
23.5333,-75.8333,NAE-GUS,North,West
25.75,-77.8333,NAE-GUS,North,West
26.75,-77.3333,NAE-GUS,North,West
25.5,-76.6333,NAE-GUS,North,West
